catalogNumber,createdBy,placeName,flagNotes,createdOn,associatedMedia,locationLat,locationLon,fromDate,rank,scientificName,commonName,state,district,observedInMonth
15898043,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2020,/08ad13dc-4960-40af-abbf-fb42ab255862/31990.jpg,9.746121,76.307185,28/09/2020,species,Catopsilia pomona (Fabricius 1775),,KERALA,Alappuzha,September
15897887,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2020,/7ee3fbaf-4055-4d3a-8dc9-ac70df51757f/31976.jpg,9.746121,76.307185,23/09/2020,species,Rathinda amor (Fabricius 1775),Monkey Puzzle:English,KERALA,Alappuzha,September
15897738,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2020,/d739c235-616a-49cf-8b56-dcf3f1a62959/31965.jpg,9.746121,76.307185,17/09/2020,species,Tanaecia lepidea Butler 1868,Grey Count:English,KERALA,Alappuzha,September
15897479,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2020,/66ca14dc-d25d-47bc-9a87-ff8dd1506079/31945.jpg,9.746121,76.307185,21/09/2020,species,Tanaecia lepidea Butler 1868,Grey Count:English,KERALA,Alappuzha,September
15897423,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2020,/7f72865f-27f4-48e6-95f7-5d9299a4f489/31938.jpg,9.746121,76.307185,28/09/2020,species,Tanaecia lepidea Butler 1868,Grey Count:English,KERALA,Alappuzha,September
15891256,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,28/09/2020,/daeb4926-070a-4a9d-a75f-7776e689a46a/31410.jpg,9.746121,76.307185,27/09/2020,species,Elymnias caudata Butler 1871,Tailed Palmfly:English,KERALA,Alappuzha,September
15891022,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,28/09/2020,/bf4ed837-93a1-4c1f-b472-6df6e3443fba/31398.jpg,9.746121,76.307185,27/09/2020,species,Elymnias caudata Butler 1871,Tailed Palmfly:English,KERALA,Alappuzha,September
15897629,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2020,/046649d1-c2b1-469d-8b6c-98533c9e090f/31957.jpg,9.746121972,76.307185,28/09/2020,species,Tanaecia lepidea Butler 1868,Grey Count:English,KERALA,Alappuzha,September
16813415,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/e5579562-4676-4728-aa28-d72f7e45a27f/830d69dab1554a238cb240bbfc2d9fd7.jpg,9.7462,76.3072,03/09/2021,species,Eurema blanda (Boisduval 1836),Three Spot Grass Yellow:English,KERALA,Alappuzha,September
16813381,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/a0527261-f2c0-465d-b3b2-47a00fdedb64/fc3f7cb1167e41e9a10fa4185ac5d91a.jpg,9.7462,76.3072,02/09/2021,species,Elymnias caudata Butler 1871,Tailed Palmfly:English,KERALA,Alappuzha,September
16813361,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/37c79335-20c7-4a34-a799-3139e9d4c312/ffab9edf19fd423695fe489c3907049c.jpg,9.7462,76.3072,20/09/2021,species,Rathinda amor (Fabricius 1775),Monkey Puzzle:English,KERALA,Alappuzha,September
16813349,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/50f7a3cd-f2d0-445f-8e90-f7c3948e68ca/3a0376e7ba6d4058866ad9239e08aa1f.jpg,9.7462,76.3072,08/09/2021,species,Cirrochroa thais Fabricius 1787,Tamil Yeoman:English,KERALA,Alappuzha,September
16813337,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/c609476d-337d-4d59-9edc-d373c95bc4e2/0fcd82b177f5427fa03ae97935d78820.jpg,9.7462,76.3072,07/09/2021,species,Papilio polytes Linnaeus 1758,Common Mormon:English,KERALA,Alappuzha,September
16813326,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/cc142681-3b28-41c8-84d4-4db698029d1a/69a7e39e5e334797a2ddeedbb43c98ef.jpg,9.7462,76.3072,03/09/2021,species,Papilio polytes Linnaeus 1758,,KERALA,Alappuzha,September
16813302,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/b52e1788-3f87-4c5e-9086-63aa45d52254/bcdcfee3ea6d4071b4a88e82d9781282.jpg,9.7462,76.3072,14/09/2021,species,Ypthima huebneri Kirby 1871,Common Four-ring:English,KERALA,Alappuzha,September
16813290,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/bfc63b65-f823-4c18-a182-d373406e461e/be041d64dd5b4580a73bf97803fb47d8.jpg,9.7462,76.3072,14/09/2021,species,Neptis jumbah Moore 1857,Chestnut-streaked Sailer:English,KERALA,Alappuzha,September
16696213,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,10/09/2021,/12d0186c-78c8-45be-9ebc-64a629ff7fd2/f3d91844329647a687e37dc83f7071be.jpg,9.7462,76.3072,03/09/2021,species,Eurema blanda (Boisduval 1836),Three Spot Grass Yellow:English,KERALA,Alappuzha,September
16696202,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,10/09/2021,/be681821-e04e-4f5b-a56d-913e941bdacd/a2d35d6b19bb4dcf88350e4edf77461f.jpg,9.7462,76.3072,05/09/2021,species,Troides minos (Cramer (1779)),Southern Birdwing:English,KERALA,Alappuzha,September
16696191,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,10/09/2021,/4e9bc8bc-469e-4668-b692-0e20a30a78c6/a3ed8436e6b34d3797402ed550f3e4bd.jpg,9.7462,76.3072,02/09/2021,species,Rathinda amor (Fabricius 1775),Monkey Puzzle:English,KERALA,Alappuzha,September
16696180,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,10/09/2021,/c6a7d726-03db-4a36-9c07-1b5d7703ea93/0aebf0a8be494d5eafe39ebef8402dd4.jpg,9.7462,76.3072,03/09/2021,species,Elymnias caudata Butler 1871,Tailed Palmfly:English,KERALA,Alappuzha,September
15682344,Nathasha K V,"Unnamed Road, Thuravoor Thekku, Kerala 688531, India",,17/09/2020,/1ad53ec9-122a-4fa3-acce-f09f831d4ba3/21801.jpg,9.750657389,76.30727739,16/09/2020,species,Spalgis epius,,KERALA,Alappuzha,September
15714123,Nathasha K V,"Thuravoor Thekku, Kerala, India",,18/09/2020,/6a5be230-e77d-4983-8b8c-1dfe8cfce602/23059.jpg,9.7685902,76.3182096,17/09/2020,species,Eurema hecabe (Linnaeus 1758),Common Grass Yellow:English,KERALA,Alappuzha,September
15714797,Nathasha K V,"Thuravoor, Thuravoor Thekku, Kerala, India",,18/09/2020,/f06b210b-a933-44e8-bef4-b76010ac48f1/23099.jpg,9.7704378,76.3203091,17/09/2020,species,Troides minos (Cramer (1779)),,KERALA,Alappuzha,September
15924405,Aiswarya NB,"Eramalloor, Ezhupunna, Kerala, India",,30/09/2020,/ab7e4340-bacd-45c1-a209-eaf740639df9/33770.jpg,9.8234702,76.3111052,29/09/2020,species,Jamides celeno (Cramer (1775)),Common Cerulean:English,KERALA,Alappuzha,September
15649109,Syed Marjuk,"Chinnamanur, Tamil Nadu 625515, India",,16/09/2020,/02afec52-dc4d-4561-aba5-a7232852034e/20675.jpg,9.8426695,77.3830076,15/09/2020,species,Pachliopta aristolochiae (Fabricius 1775),Common Rose:English,TAMILNADU,Theni,September
16734425,ALEENA ELIZABETH CYRIL,"Kooru, Elanji, Kerala",,18/09/2021,/70b2081e-a7c6-45b2-8358-bb754a39c706/ec8e9c9e76d14b41a35db4bc1b9ae235.jpg,9.851971,76.5502682,17/09/2021,species,Talicada nyseus (Guérin-Méneville (1843)),Red Pierrot:English,KERALA,Ernakulam,September
16057303,Anna Anannya K P,"Kumbalangi, Kochi, Kerala, India",,20/10/2020,/d21eac8b-a98e-41f8-b419-b5f8f5da3e15/41104.jpg,9.8760584,76.2870781,25/09/2020,species,Neptis sappho Pallas 1771,,KERALA,Ernakulam,September
16813598,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/26f48c7c-c354-49ce-8ffc-35e33a16bbaf/62ce2117d4d9477f9f55e54219b8c2b8.jpg,9.878191,76.3038672,15/09/2021,species,Junonia iphita Cramer 1782,,KERALA,Alappuzha,September
16812942,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/ae4de8ec-a28a-40fd-aa29-75b23b784c6a/b71915effef34aec98f5187ea3e07f47.jpg,9.878191,76.3038672,16/09/2021,species,Zizula hylax (Fabricius 1775),Tiny Grass Blue:English,KERALA,Alappuzha,September
16812907,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/7a8548a7-1c86-4d8a-be0b-2fe9508590b9/2a5a3bdd05c24cf99c640b098130d936.jpg,9.878191,76.3038672,10/09/2021,species,Jamides celeno (Cramer (1775)),Common cerulean :English,KERALA,Alappuzha,September
16812892,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/3cff6b65-9576-48ae-a1d6-5f7d2f04816e/fcd7de5089b44e2e9e09e081aa6b7f59.jpg,9.878191,76.3038672,17/09/2021,species,Rathinda amor (Fabricius 1775),Monkey puzzle :English,KERALA,Alappuzha,September
16811458,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/f305b6af-b050-496e-bf43-ae506fcb3686/2775c05209d54b1a990c4311a315e24a.jpg,9.878191,76.3038672,01/09/2021,species,Delias eucharis (Drury 1773),Common Jezebel:English,KERALA,Alappuzha,September
16770774,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/666b978b-8811-4dd1-8a7c-ca1a0c8b2628/d9da9df012124307b8590593d6a32e0d.jpg,9.878191,76.3038672,09/09/2021,species,Rathinda amor (Fabricius 1775),Monkey Puzzle:English,KERALA,Alappuzha,September
16770758,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/c520a886-32ae-4a42-a97e-f95e934f0ad9/acef0aa34635440e862a06fe91ef7291.jpg,9.878191,76.3038672,16/09/2021,species,Pachliopta hector (Linnaeus 1758),Crimson Rose:English,KERALA,Alappuzha,September
16770097,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/4558b130-23aa-49a9-8bdf-abdee021c5a7/e4621b0481454c7fba60ff073de17d8b.jpg,9.878191,76.3038672,04/09/2021,species,Euthalia aconthea Cramer 1779,Common Baron:English,KERALA,Alappuzha,September
16770088,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/5997d9fc-f438-4b81-a75d-abf2197481fd/3f7f4e249b954acd91465931a8667b2f.jpg,9.878191,76.3038672,15/09/2021,species,Mycalesis mineus Linnaeus 1858,Dark brand bush brown:English,KERALA,Alappuzha,September
16760359,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,26/09/2021,/5c87f35c-56d0-41ea-baf4-41062e65f8e3/c555954f2ced4e0298eb5ee426c8fd7c.jpg,9.878191,76.3038672,01/09/2021,species,Papilio polytes Linnaeus 1758,Common Mormon:English,KERALA,Alappuzha,September
16760330,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,26/09/2021,/d98ee2d2-4370-418d-82a7-3253cb051d35/45c6d681a7254c56b8f7c4def11792c3.jpg,9.878191,76.3038672,08/09/2021,species,Eurema hecabe (Linnaeus 1758),Common Grass Yellow:English,KERALA,Alappuzha,September
16760312,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,26/09/2021,/684b2c31-4c5f-4f2e-b98d-8f4595c7301a/0dc8a9afb55846f89d4a7fd100429f80.jpg,9.878191,76.3038672,09/09/2021,genus,Catopsilia,,KERALA,Alappuzha,September
16760303,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,26/09/2021,/e635f37e-f9b9-4ae9-a633-266bd306f9a7/e9cbb67c15f242c8af6fd134b38d8465.jpg,9.878191,76.3038672,09/09/2021,species,Euploea core Cramer 1780,Common Indian Crow:English,KERALA,Alappuzha,September
16755445,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,24/09/2021,/1bbdc8b6-dc9d-48a6-b8a7-6deecabc3535/78c282053d3d47efa58382ae9b818d71.jpg,9.878191,76.3038672,02/09/2021,species,Catopsilia pomona (Fabricius 1775),Common Emigrant:English,KERALA,Alappuzha,September
16731285,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,18/09/2021,/d27323d1-b435-4583-b3d2-44489bf83e5a/d66ec61e248c4db2a15b623a20274865.jpg,9.878191,76.3038672,17/09/2021,species,Neptis hylas Linnaeus 1758,,KERALA,Alappuzha,September
16837853,Ameena siraj,"Aroor Junction, Aroor gram panchayat, Kochi, Kerala 688534",,30/09/2021,/e89af178-14e3-4b71-9674-63fef1b4fca4/36855c64c4054d8cbd1f0186b53dd2f1.jpg,9.8785127,76.3036376,20/09/2021,species,Graphium sarpedon (Linnaeus 1758),Common Bluebottle:English,KERALA,Alappuzha,September
16837055,Ameena siraj,"Aroor Junction, Aroor gram panchayat, Kochi, Kerala 688534",,30/09/2021,/55aeaccf-caf0-4b37-adfc-4162aaf620d4/e80157ed800047d6b69cfeaf2ddd89cd.jpg,9.8785127,76.3036376,13/09/2021,species,Junonia atlites Linnaeus 1763,Grey Pansy:English,KERALA,Alappuzha,September
16836005,Ameena siraj,"Aroor Junction, Aroor gram panchayat, Kochi, Kerala 688534",,30/09/2021,/4b432a56-7725-4bbb-b859-df995bc365b7/67be21f9ff91411c9b611bb8ac4f2b15.jpg,9.8785127,76.3036376,09/09/2021,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,KERALA,Alappuzha,September
15940494,Aneeta Shibu,"Uppukkandam, Kerala 686662, India",,01/10/2020,/4c578576-b5c2-4196-85b6-f62d1a7db196/35101.jpg,9.8884184,76.5914442,29/09/2020,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly Butterfly:English,KERALA,Ernakulam,September
15615766,karthik ramanan,"Andalpuram, Tamil Nadu 625016, India",,16/09/2020,/1a9dadd1-a8a0-4b52-ad7b-3a131de0616b/19845.jpg,9.9101071,78.1026664,14/09/2020,species,Danaus genutia Cramer 1779,Striped Tiger:English,TAMILNADU,Madurai,September
15586156,karthik ramanan,"Andalpuram, Tamil Nadu 625016, India",,14/09/2020,/7f2487c4-af77-4b91-a4e7-b9f96a66247c/18668.jpeg,9.9101071,78.1026664,13/09/2020,species,Euploea core Cramer 1780,Common Crow:English,TAMILNADU,Madurai,September
15586147,karthik ramanan,"Andalpuram, Tamil Nadu 625016, India",,14/09/2020,/adef80ee-134f-43ea-aede-70c98776d3b2/18666.jpg,9.9101071,78.1026664,13/09/2020,species,Papilio demoleus Linnaeus 1758,Lime Butterfly:English,TAMILNADU,Madurai,September
15586139,karthik ramanan,"Andalpuram, Tamil Nadu 625016, India",,14/09/2020,/1d2b41e8-d92f-4ac8-8935-034795087e33/18665.jpeg,9.9101071,78.1026664,13/09/2020,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,TAMILNADU,Madurai,September
390602,Thomas Vattakaven,"Latitude: 9.924041, Longitude:76.769531",,12/09/2015,/5b70e447-8901-48fa-b6df-cf18f73980a6/123.jpg,9.924040794,76.76953125,12/09/2015,species,Papilio demoleus Linnaeus 1758,Lime Butterfly:English,KERALA,Idukki,September
390605,Thomas Vattakaven,"Thodupuzha-Udumbanoor Rd, Neyyassery, Kerala 685581, India",,12/09/2015,/cdc5cd4a-5f1e-46d8-8993-7fe539349620/781.jpg,9.924276352,76.76926422,12/09/2015,species,Ypthima huebneri Kirby 1871,Common Four Ring:English,KERALA,Idukki,September
17702736,Karthikeyan,"Palkalai Nagar, Tamil Nadu 625021",,10/09/2022,/77913ac6-c0d7-417b-8ed6-a25c94f9469b/d4b5f54b29cf4c09a55c8fa34eaa551e.JPG,9.9403922,78.0105374,04/09/2022,species,Jamides celeno (Cramer (1775)),Common Cerulean:English,TAMILNADU,Madurai,September
17702709,Karthikeyan,"Palkalai Nagar, Tamil Nadu 625021",,10/09/2022,/3450ff0f-41aa-48f5-9420-4d1b1c0255dd/0adc818f495a4e22aff0b56da586d4aa.JPG,9.9403922,78.0105374,04/09/2022,species,Pachliopta hector (Linnaeus 1758),Crimson Rose:English,TAMILNADU,Madurai,September
17702656,Karthikeyan,"Palkalai Nagar, Tamil Nadu 625021",,10/09/2022,/fc12ca0f-39c9-4c95-acd2-5ff4bb5aa077/5aeb8b0780da474db8a27edc9afc9fdd.JPG,9.9403922,78.0105374,07/09/2022,species,Pseudozizeeria maha (Kollar (1844)),Pale Grass Blue:English,TAMILNADU,Madurai,September
17702621,Karthikeyan,"Palkalai Nagar, Tamil Nadu 625021",,10/09/2022,/b4173fe0-6393-4416-8133-4f10215c87ab/6da7d15664ee41b3b79bef02b1ee8b68.JPG,9.9403922,78.0105374,07/09/2022,species,Castalius rosimon (Fabricius 1775),Common Pierrot:English,TAMILNADU,Madurai,September
17701360,Karthikeyan,"Palkalai Nagar, Tamil Nadu 625021",,10/09/2022,/9e6efbcd-c862-493d-9479-9fd288d03bc5/55e6c60c78ce4024b33b3d86bcff25e2.JPG,9.9403922,78.0105374,07/09/2022,species,Delias eucharis (Drury 1773),Common Jezebel:English,TAMILNADU,Madurai,September
352588,S.Ramamoorthy,"Science Schools Road, Madurai Kamaraj University, Tamil Nadu 625514, India",,02/08/2014,/5b8dbcb2-1866-4a0e-9013-209895c5aaa9/796.JPG,9.941460609,78.00584412,29/09/2013,species,Junonia lemonias Linnaeus 1758,Lemon Pansy:English,TAMILNADU,Madurai,September
16752103,Cerin An Paul,"Kambilikandam, Kerala 685604",,23/09/2021,/854c07a0-db42-4547-8a37-fd6a760b911f/5c64ab34bf22460c97710becd40c03a8.jpg,9.9442994,77.0175832,21/09/2021,species,Eurema hecabe (Linnaeus 1758),Common Grass Yellow:English,KERALA,Idukki,September
15592154,Thennavan,"Allinagaram, Tamil Nadu 625534, India",,15/09/2020,/59dbf8ac-2d89-4b54-8cd8-feaab87d7fad/19129.jpg,9.9667334,77.4572897,10/09/2020,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,TAMILNADU,Theni,September
15592143,Thennavan,"Allinagaram, Tamil Nadu 625534, India",,15/09/2020,/a4f0bdf7-9d47-4dac-bef3-6eb408546896/19128.jpg,9.9667334,77.4572897,10/09/2020,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,TAMILNADU,Theni,September
16734601,ALEENA ELIZABETH CYRIL,"Ernakulam, Kerala",,18/09/2021,/3c29ad83-c11b-4752-9d7c-7939778b55b8/c17c7dcf0e5e444f869cb7af95831fb3.jpg,9.9816358,76.2998842,14/09/2021,genus,Ypthima,,KERALA,Ernakulam,September
16734582,ALEENA ELIZABETH CYRIL,"Ernakulam, Kerala",,18/09/2021,/5a768c66-b044-4645-b48f-c42648e58d8d/90a0fd243a1446e6a48445d9a493bd63.jpg,9.9816358,76.2998842,14/09/2021,species,Leptosia nina (Fabricius 1793),Psyche:English,KERALA,Ernakulam,September
16708957,ALEENA ELIZABETH CYRIL,"Ernakulam, Kerala",,14/09/2021,/798b38a9-920b-45ff-b60e-db6cd59b5647/ee9ea1ba4f8748a18b82a4e79baf8229.jpg,9.9816358,76.2998842,13/09/2021,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,KERALA,Ernakulam,September
16708916,ALEENA ELIZABETH CYRIL,"Ernakulam, Kerala",,14/09/2021,/8e91322d-3c11-4df9-865f-f4372459537c/f5db39c393ef40eeb6c220eb8145f45e.jpg,9.9816358,76.2998842,13/09/2021,genus,Tirumala,,KERALA,Ernakulam,September
16708877,ALEENA ELIZABETH CYRIL,"Ernakulam, Kerala",,14/09/2021,/fd097860-82ff-4dda-845d-758ace6fd18f/a9718c1e0fa44deaaa13945f026a5801.jpg,9.9816358,76.2998842,13/09/2021,genus,Ypthima,,KERALA,Ernakulam,September
16708828,ALEENA ELIZABETH CYRIL,"Ernakulam, Kerala",,14/09/2021,/7f4cab11-49a2-4086-9c67-8984c1359cab/7b85a40c3d274119a68c45c3fda65741.jpg,9.9816358,76.2998842,13/09/2021,genus,Rapala,,KERALA,Ernakulam,September
16707095,ALEENA ELIZABETH CYRIL,"Ernakulam, Kerala",,13/09/2021,/90f978a0-21fe-42c1-a9d9-e5f5100565d8/d288e615d9b649c6b968585a4d09bb70.jpg,9.9816358,76.2998842,15/09/2020,species,Papilio demoleus Linnaeus 1758,Lime Butterfly:English,KERALA,Ernakulam,September
16006927,Anooja Gopinath,Er,,08/10/2020,/c933ca06-7126-4c68-920c-0149cd6a15c8/37973.jpg,9.9816358,76.2998842,09/09/2018,species,Papilio paris Linnaeus 1758,Paris Peacock:English,KERALA,Ernakulam,September
16006692,Anooja Gopinath,"Ernakulam, Kerala, India",,08/10/2020,/a7a161e0-7028-406b-a71d-54ab103a1fa1/37959.jpg,9.9816358,76.2998842,09/09/2018,species,Papilio paris Linnaeus 1758,Paris Peacock:English,KERALA,Ernakulam,September
15965134,Anooja Gopinath,"Ernakulam, Kerala, India",,05/10/2020,/1a3b0523-7cc2-49e0-8129-f20715216314/36785.jpg,9.9816358,76.2998842,28/09/2019,species,Delias eucharis (Drury 1773),Common Jezebel:English,KERALA,Ernakulam,September
15965105,Anooja Gopinath,"Ernakulam, Kerala, India",,05/10/2020,/35e4e591-7dba-40fb-b17c-d9f9838326e5/36779.jpg,9.9816358,76.2998842,18/09/2020,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,KERALA,Ernakulam,September
15965087,Anooja Gopinath,"Ernakulam, Kerala, India",,05/10/2020,/209fa05b-9a0b-4b58-9a57-3bd9801d323e/36776.jpg,9.9816358,76.2998842,06/09/2019,species,Euploea core Cramer 1780,,KERALA,Ernakulam,September
15865488,Anooja Gopinath,"Ernakulam, Kerala, India",,27/09/2020,/a88dc1c6-eeee-480b-9e9f-a6c693f99ac0/30332.jpg,9.9816358,76.2998842,23/09/2020,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,KERALA,Ernakulam,September
16695477,Diya Elsa Steephen,"Kadayirippu, Kerala",,10/09/2021,/515ab211-c89d-41eb-8e13-cb72826c899d/637b5d69f4a8445098e43e092340d5d5.jpg,9.9971393,76.4620928,03/09/2020,species,Papilio clytia Linnaeus 1758,Common Mime:English,KERALA,Ernakulam,September
1738754,Jeevan Jose,"Kadavoor, Kerala",,23/01/2017,/3115cbb4-e836-4ba5-9fd6-31a3484c9049/168.jpg,10.00298119,76.73347473,05/09/2010,species,Pachliopta pandiyana (Moore 1881),,KERALA,Ernakulam,September
1738650,Jeevan Jose,"Kadavoor, Kerala",,23/01/2017,/9bae79dc-4596-434d-b2b0-aacc1b6b3304/196.jpg,10.00298119,76.73347473,09/09/2012,species,Junonia almana Linnaeus 1758,,KERALA,Ernakulam,September
1738647,Jeevan Jose,"Kadavoor, Kerala",,23/01/2017,/252b6738-df08-4817-a301-23c198b2bef2/186.jpg,10.00298119,76.73347473,09/09/2014,species,Elymnias caudata Butler 1871,,KERALA,Ernakulam,September
1738162,Jeevan Jose,"Kadavoor, Kerala",,23/01/2017,/386e7e0f-630f-4197-a606-3cc855c67f1b/822.jpg,10.00298119,76.73347473,08/09/2016,species,Euploea core Cramer 1780,,KERALA,Ernakulam,September
337717,Jeevan Jose,"Kadavoor, Kerala, India",,14/01/2014,/23a7723e-b3d0-403d-aa17-f4eef84d754c/447.jpg,10.00545216,76.70928955,11/09/2010,species,Ypthima huebneri Kirby 1871,Common Fourring:English,KERALA,Ernakulam,September
337715,Jeevan Jose,"Kadavoor, Kerala, India",,14/01/2014,/9e885d3a-8978-44ca-b4c2-ace0b68af228/442.jpg,10.00545216,76.70928955,21/09/2010,species,Ypthima baldus Fabricius 1775,Common Fivering:English,KERALA,Ernakulam,September
337302,Jeevan Jose,"Kadavoor, Kerala, India",,14/01/2014,/4f7e80a5-1914-43d1-a307-45d6e7ae1f7d/864.jpg,10.00545216,76.70928955,02/09/2012,species,Delias eucharis (Drury 1773),Common Jezebel:English,KERALA,Ernakulam,September
337252,Jeevan Jose,"Kadavoor, Kerala, India",,14/01/2014,/e29a4b65-a5f5-4fb2-b1ca-6299457286af/520.jpg,10.00545216,76.70928955,02/09/2012,species,Catopsilia pomona (Fabricius 1775),Common Emigrant:English,KERALA,Ernakulam,September
16760103,Sumayya ,"Karukappilly Jn., Mamangalam, Elamakkara, Kochi, Kerala 682026",,26/09/2021,/6f9e1c40-d9c7-4c3d-8b53-95713af0f864/2a1719282c254035a3604ad7789a3414.jpg,10.0068349,76.2945221,19/09/2021,species,Leptosia nina (Fabricius 1793),Psyche:English,KERALA,Ernakulam,September
15780176,Vidhya,"Paipra, Pezhakkappilly, Kerala 686673, India",,21/09/2020,/304d677d-8869-4656-8a62-13df8ec25c23/25877.jpg,10.0198008,76.5616749,20/09/2020,species,Papilio polymnestor Cramer (1775),Blue Mormon:English,KERALA,Ernakulam,September
16831625,Anila james,"2WF6+25Q, Machiplavu, Chillithodu, Kerala 685561",,30/09/2021,/cff3397d-b266-455a-9433-5a44732a3f5a/b91ea0bbed8d43db8c11dc4f92b5a986.jpg,10.0225842,76.9104918,29/09/2021,species,Vindula erota Fabricius 1793,Cruiser:English,KERALA,Idukki,September
16755912,Cripseena Sebastian,"Sahakarana Rd, Marottichuvadu, Edappally, Ernakulam, Kerala 682024",,24/09/2021,/e4784187-f325-4715-b590-8452e60591f4/8dea5c4208c8499a9d757a2455ad4ca1.jpg,10.0228305,76.3186784,09/09/2021,species,Neptis hylas Linnaeus 1758,Common sailor:English,KERALA,Ernakulam,September
16748216,Cripseena Sebastian,"Sahakarana Rd, Marottichuvadu, Edappally, Ernakulam, Kerala 682024",,22/09/2021,/a6f62caa-f7f3-4749-a404-eed327e7fb25/79d88f0ce4bc4daca7fb27b27fb8b1a4.jpg,10.0228305,76.3186784,10/09/2021,species,Mycalesis mineus Linnaeus 1858,Dark brand bush brown:English,KERALA,Ernakulam,September
16814783,HIZANA M.A,"SCB by line road, 1, Amrita Nagar, Edappally, Ernakulam, Kerala 682024, India",,30/09/2021,/991847ae-6286-43ca-aa4c-6f0279a407d7/102fe351a55b421abbd78ad5bf7e2d20.jpg,10.0375,76.2993,27/09/2021,species,Jamides celeno (Cramer (1775)),Common Cerulean:English,KERALA,Ernakulam,September
