catalogNumber,createdBy,placeName,flagNotes,createdOn,associatedMedia,locationLat,locationLon,fromDate,rank,scientificName,commonName,higherClassificationId,state,observedInMonth
16775119,Elavarasan M,"Marungoor, தமிழ்நாடு 621719",,29/09/2021,/b71035f7-344f-4754-9e08-7624b4f117a1/de5ed432cd714c5dba492ffd3cc20897.JPG,11.3230383,79.2433528,15/07/2021,species,Catopsilia pomona (Fabricius 1775),Lemon Emigrant:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Catopsilia#rank:genus#taxonID:71783 | name:Catopsilia pomona (Fabricius 1775)#rank:species#taxonID:71785,TAMILNADU,July
16774351,Subhajit Roy,"Matari, Jharkhand",,29/09/2021,/97806b16-67b3-4cb3-a381-3c51eff0d260/8e9571c6c5a84713837846b5db4d2516.jpg,23.8429057722222,86.2436461527778,23/07/2018,species,Pachliopta aristolochiae (Fabricius 1775),Common Rose:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Papilionidae#rank:family#taxonID:72216 | name:Pachliopta#rank:genus#taxonID:72428 | name:Pachliopta aristolochiae (Fabricius 1775)#rank:species#taxonID:72430,,July
16774283,Elavarasan M,"Marungoor, தமிழ்நாடு 621719",,29/09/2021,/75031ffb-b7a1-4cb3-a262-33a42b5c29ca/4eae5b533f4f4dcc94ce618d9e922dec.JPG,11.3230383,79.2433528,22/07/2021,species,Junonia almana Linnaeus 1758,Peacock Pansy:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Junonia#rank:genus#taxonID:160298 | name:Junonia almana Linnaeus 1758#rank:species#taxonID:160309,TAMILNADU,July
16773503,Elavarasan M,"Marungoor, தமிழ்நாடு 621719",,29/09/2021,/0e0d7ccf-f93e-43da-897e-43eb749d15e1/66b95288c91b4564a52aadc97f873dd8.JPG,11.3230383,79.2433528,22/07/2021,species,Acraea violae Fabricius 1775,Tawny Coster:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Acraea#rank:genus#taxonID:160538 | name:Acraea violae Fabricius 1775#rank:species#taxonID:160540,TAMILNADU,July
16772933,Rejoice Gassah,"Bazaricherra, Karimganj, Assam 788727, India",,29/09/2021,/68fd0af6-2fd9-49bb-9ff6-8ea642a1e468/8dee412390f04c45b60fe9dcc1b57549.jpg,24.425095,92.338201,17/03/2018,species,Choaspes benjaminii Guerin-Meneville 1843,Indian Awlking:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Choaspes#rank:genus#taxonID:5570096 | name:Choaspes benjaminii Guerin-Meneville 1843#rank:species#taxonID:5570095,,March
16772404,Rejoice Gassah,Makunda Christian hospital,,29/09/2021,/72872e8f-7a0a-4c07-91a6-0614d09c5b36/cfc9395edebd4ab49ae19a94c11571eb.jpg,24.425826,92.331251,23/12/2017,species,Delias pasithoe (Linnaeus 1758),Red-based Jezebel:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Delias#rank:genus#taxonID:71794 | name:Delias pasithoe (Linnaeus 1758)#rank:species#taxonID:71805,,December
16772183,Rejoice Gassah,Khonoma,,29/09/2021,/ef365d2f-a0dc-47b2-a1f1-b3dafcbd870e/25ddced8962d491083cf74f1d42b96af.jpg,25.652343,94.022992,07/06/2018,species,Heliophorus moorei Hewitson 1865,Azure Sapphire:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Heliophorus#rank:genus#taxonID:71942 | name:Heliophorus moorei Hewitson 1865#rank:species#taxonID:71944,,June
16771079,Elavarasan M,"Marungoor, தமிழ்நாடு 621719",,29/09/2021,/3ec48512-ba8f-4138-903c-4c88ad2395df/aca22bed877b4a9086fd694a6228303a.JPG,11.3230383,79.2433528,23/07/2021,species,Colotis etrida (Boisduval 1836),Little Orange-tip:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Colotis#rank:genus#taxonID:71844 | name:Colotis etrida (Boisduval 1836)#rank:species#taxonID:71846,TAMILNADU,July
16771068,Elavarasan M,"Marungoor, தமிழ்நாடு 621719",,29/09/2021,/beeb7154-ffba-4793-9c8b-6a2038768b02/235f13dd1abd495b8323fbb899e7cb28.JPG,11.3230383,79.2433528,22/07/2021,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Danaus#rank:genus#taxonID:160500 | name:Anosia#rank:subgenus#taxonID:279925 | name:Danaus chrysippus Linnaeus 1758#rank:species#taxonID:160505,TAMILNADU,July
16771057,Elavarasan M,"Marungoor, தமிழ்நாடு 621719",,29/09/2021,/b64469e0-9296-4cf2-83ee-08eaccbccf55/678d5ccf637042b4968da11f0faf3eb9.JPG,11.3230383,79.2433528,22/07/2021,species,Junonia lemonias Linnaeus 1758,Lemon pansy:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Junonia#rank:genus#taxonID:160298 | name:Junonia lemonias Linnaeus 1758#rank:species#taxonID:160315,TAMILNADU,July
16771046,Elavarasan M,"Marungoor, தமிழ்நாடு 621719",,29/09/2021,/87da1db0-b87f-469f-a8c6-8295a77a460b/84759fe435694f579dfdd2132fc45b99.JPG,11.3230383,79.2433528,17/07/2021,species,Eurema brigitta (Stoll (1780)),Small Grass Yellow:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Eurema#rank:genus#taxonID:160666 | name:Eurema brigitta (Stoll (1780))#rank:species#taxonID:160671,TAMILNADU,July
16771035,Elavarasan M,"Marungoor, தமிழ்நாடு 621719",,29/09/2021,/9fd44558-09a2-4037-a3ab-fb4c99a1eece/4b22d1153bc64003851d12ef50de3246.JPG,11.3230383,79.2433528,13/11/2020,species,Acraea violae Fabricius 1775,Tawny Coster:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Acraea#rank:genus#taxonID:160538 | name:Acraea violae Fabricius 1775#rank:species#taxonID:160540,TAMILNADU,November
16771024,Elavarasan M,"Marungoor, தமிழ்நாடு 621719",,29/09/2021,/c0d7bce4-5e1f-48f7-adf9-7bc068cec989/c7841e82d55d4a6c8fce74cd62df7775.JPG,11.3230383,79.2433528,15/07/2021,species,Junonia almana Linnaeus 1758,Peacock Pansy:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Junonia#rank:genus#taxonID:160298 | name:Junonia almana Linnaeus 1758#rank:species#taxonID:160309,TAMILNADU,July
16770992,Elavarasan M,"Marungoor, தமிழ்நாடு 621719",,29/09/2021,/7ab35b44-d881-4067-bd24-72e2336df43e/19af0dff30b14461b00cc0edccb9cb67.JPG,11.3230383,79.2433528,15/07/2021,species,Acraea violae Fabricius 1775,Tawny Coster:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Acraea#rank:genus#taxonID:160538 | name:Acraea violae Fabricius 1775#rank:species#taxonID:160540,TAMILNADU,July
16770834,Noopa Vijith,"Cherthala, Kerala",,29/09/2021,/760368ce-01f3-419f-ad8c-c4296e76122d/c40ccc6895bc41608fe3e848ae45ea7f.jpg,9.6741363,76.3400963,30/06/2021,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Danaus#rank:genus#taxonID:160500 | name:Anosia#rank:subgenus#taxonID:279925 | name:Danaus chrysippus Linnaeus 1758#rank:species#taxonID:160505,KERALA,July
16770821,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/baed4191-63a1-426e-b66c-738dfcf67af5/35032c8fa8424d3f8c37424c85895cf9.jpg,9.878191,76.3038672,17/06/2021,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Tirumala#rank:genus#taxonID:71479 | name:Tirumala limniace (Cramer 1775)#rank:species#taxonID:188744,KERALA,June
16770805,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/b4bacb84-ff4c-4c66-8aac-9cb9212a618f/a8a6d5f75286411c83df5bfc131fcf1f.jpg,9.878191,76.3038672,30/06/2021,species,Leptosia nina (Fabricius 1793),Psyche:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Leptosia#rank:genus#taxonID:160680 | name:Leptosia nina (Fabricius 1793)#rank:species#taxonID:160682,KERALA,July
16770787,Subhajit Roy,"Durgapur-Purulia -Raghunathpur Rd, Pratappur, West Bengal 722202",,29/09/2021,/3d857036-0385-447b-87a5-71848cc145a9/05a05ddf416040caa1b17aa7d88bfe77.jpeg,23.4721696916667,87.3012076138889,26/07/2018,species,Lethe europa Fabricius 1775,Bamboo Treebrown:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Lethe#rank:genus#taxonID:71658 | name:Lethe europa Fabricius 1775#rank:species#taxonID:71729,,July
16770774,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/666b978b-8811-4dd1-8a7c-ca1a0c8b2628/d9da9df012124307b8590593d6a32e0d.jpg,9.878191,76.3038672,09/09/2021,species,Rathinda amor (Fabricius 1775),Monkey Puzzle:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Rathinda#rank:genus#taxonID:263721 | name:Rathinda amor (Fabricius 1775)#rank:species#taxonID:263722,KERALA,September
16770758,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/c520a886-32ae-4a42-a97e-f95e934f0ad9/acef0aa34635440e862a06fe91ef7291.jpg,9.878191,76.3038672,16/09/2021,species,Pachliopta hector (Linnaeus 1758),Crimson Rose:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Papilionidae#rank:family#taxonID:72216 | name:Pachliopta#rank:genus#taxonID:72428 | name:Pachliopta hector (Linnaeus 1758)#rank:species#taxonID:72436,KERALA,September
16770741,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/f63f04fd-da6e-4b78-90d1-92b6d34ae5bb/cecc93a9857a4a8cbbb95d3a392044d1.jpg,9.878191,76.3038672,14/08/2021,species,Elymnias caudata Butler 1871,Tailed Palmfly:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Elymnias#rank:genus#taxonID:71109 | name:Elymnias caudata Butler 1871#rank:species#taxonID:71120,KERALA,August
16770686,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/cff95634-3334-4b13-a4da-c9184e4ede57/d33fd0bc3cee40dc9802e27324f85d8c.jpg,9.878191,76.3038672,31/08/2021,species,Euploea core Cramer 1780,Common Crow:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Euploea#rank:genus#taxonID:160546 | name:Euploea core Cramer 1780#rank:species#taxonID:160566,KERALA,September
16770658,Elavarasan M,"Mannarpalayam Main Rd, Kannankurichi, Tamil Nadu 636008, India",,29/09/2021,/e9664416-01a1-4641-a2d2-27602d638123/ae9dbc475d6a43638b464925b2a76930.jpg,11.6833,78.1815,28/09/2021,species,Ariadne ariadne Linnaeus 1763,Angled Castor:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Ariadne#rank:genus#taxonID:160508 | name:Ariadne ariadne Linnaeus 1763#rank:species#taxonID:160513,,September
16770646,Elavarasan M,"Salem, Tamil Nadu 636008, India",,29/09/2021,/17c9e9d3-36b1-4f52-a4b0-4f571bf1e686/82399c6cb2e0470a8c028f29ecb0cd00.jpg,11.6875,78.1711,25/09/2021,species,Catopsilia pyranthe (Linnaeus 1758),Mottled Emigrant:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Catopsilia#rank:genus#taxonID:71783 | name:Catopsilia pyranthe (Linnaeus 1758)#rank:species#taxonID:71791,,September
16770634,Elavarasan M,"Mannarpalayam Main Rd, Kannankurichi, Tamil Nadu 636008, India",,29/09/2021,/06c13e96-27cb-485e-b586-4f98e10a4765/51eb9da141b449e783ec812f96dffb8d.jpg,11.6839,78.1777,26/09/2021,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Danaus#rank:genus#taxonID:160500 | name:Anosia#rank:subgenus#taxonID:279925 | name:Danaus chrysippus Linnaeus 1758#rank:species#taxonID:160505,,September
16770620,Elavarasan M,"Mannarpalayam Main Rd, Kannankurichi, Tamil Nadu 636008, India",,29/09/2021,/8302739c-4f0a-472b-b0bb-1575998474bc/ce20f761a9ec48e48157db2ddf187f40.jpg,11.6838,78.178,27/09/2021,species,Hasora chromus Cramer 1780,Common Banded Awl:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Hasora#rank:genus#taxonID:263851 | name:Hasora chromus Cramer 1780#rank:species#taxonID:263804,,September
16770606,Elavarasan M,"5, Kannankurichi Main Rd, Ramanathapuram, Salem, Tamil Nadu 636009, India",,29/09/2021,/73bc692d-6248-40ca-a685-978df385a9be/d9763d2865a1457680fdc8af84770f20.jpg,11.6859,78.1758,26/09/2021,species,Eurema blanda (Boisduval 1836),Three Spot Grass Yellow:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Eurema#rank:genus#taxonID:160666 | name:Eurema blanda (Boisduval 1836)#rank:species#taxonID:160668,TAMILNADU,September
16770594,Elavarasan M,"5, Kannankurichi Main Rd, Ramanathapuram, Salem, Tamil Nadu 636009, India",,29/09/2021,/5e203daa-34b6-4e8b-9ce7-5b1d1b7dc54f/cbe0a87cc5b14a32a0d40f8cd7ed0101.jpg,11.6859,78.1758,26/09/2021,species,Catopsilia pyranthe (Linnaeus 1758),Mottled Emigrant:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Catopsilia#rank:genus#taxonID:71783 | name:Catopsilia pyranthe (Linnaeus 1758)#rank:species#taxonID:71791,TAMILNADU,September
16770580,Elavarasan M,"Mannarpalayam Main Rd, Kannankurichi, Tamil Nadu 636008, India",,29/09/2021,/e7af3edf-8d64-4d69-a422-f98b63504df9/4cfa92957d234044865dc84827cd795c.jpg,11.6839,78.1779,26/09/2021,species,Hasora chromus Cramer 1780,Common Banded Awl:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Hasora#rank:genus#taxonID:263851 | name:Hasora chromus Cramer 1780#rank:species#taxonID:263804,,September
16770568,Elavarasan M,"82, 3rd E St, Ramanathapuram, Kannankurichi, Tamil Nadu 636008, India",,29/09/2021,/49dde528-3b0a-413b-8105-d4c569f55dad/8e120dd862cf4bc5bd8953c7f123c344.jpg,11.6857,78.1763,26/09/2021,species,Zizula hylax (Fabricius 1775),Tiny Grass Blue:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Zizula#rank:genus#taxonID:447350 | name:Zizula hylax (Fabricius 1775)#rank:species#taxonID:447349,,September
16770554,Elavarasan M,"Mannarpalayam Main Rd, Kannankurichi, Tamil Nadu 636008, India",,29/09/2021,/3b116f35-3b45-4807-9b5b-3a846023f6be/f518c7ddae9b4e67a568ac7600f69124.jpg,11.6835,78.1816,27/09/2021,species,Catopsilia pomona (Fabricius 1775),Lemon Emigrant:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Catopsilia#rank:genus#taxonID:71783 | name:Catopsilia pomona (Fabricius 1775)#rank:species#taxonID:71785,,September
16770542,Elavarasan M,"M5MM+W9 Salem, Tamil Nadu, India",,29/09/2021,/4d1e375c-6ea4-4858-ae59-78ffc9a59477/29de03cf2ec34aa5a5885c5ca8ae952e.jpg,11.6848,78.1835,27/09/2021,species,Spindasis vulcanus (Fabricius 1775),Common Silverline:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Spindasis#rank:genus#taxonID:160725 | name:Spindasis vulcanus (Fabricius 1775)#rank:species#taxonID:160736,,September
16770531,Elavarasan M,"M5MM+W9 Salem, Tamil Nadu, India",,29/09/2021,/cfd06319-4acc-412d-959f-604e20ee0a7c/8d87b5fccd5a4993a8c7858567906b60.jpg,11.6848,78.1835,27/09/2021,species,Taractrocera maevius Fabricius 1793,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Taractrocera#rank:genus#taxonID:263858 | name:Taractrocera maevius Fabricius 1793#rank:species#taxonID:15491228,,September
16770519,Elavarasan M,"Mannarpalayam Main Rd, Kannankurichi, Tamil Nadu 636008, India",,29/09/2021,/e96e77e1-41aa-41f4-adea-fbba8605042c/0c5520d1445f40269fd28a520cea1908.jpg,11.6847,78.1836,27/09/2021,species,Mycalesis perseus Fabricius 1775,Common Bushbrown:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Mycalesis#rank:genus#taxonID:71006 | name:Mycalesis perseus Fabricius 1775#rank:species#taxonID:156161,,September
16770507,Elavarasan M,"Mannarpalayam Main Rd, Kannankurichi, Tamil Nadu 636008, India",,29/09/2021,/77e07c46-4ec7-4f3c-b535-f5f8b4dfaa14/ddc57870a8dc4b4685288a85cb7245c5.jpg,11.6845,78.183,27/09/2021,species,Catopsilia pyranthe (Linnaeus 1758),Mottled Emigrant:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Catopsilia#rank:genus#taxonID:71783 | name:Catopsilia pyranthe (Linnaeus 1758)#rank:species#taxonID:71791,,September
16770492,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/e7fabcef-8f08-48d2-884a-40f088a0ab61/caaabbe925a3434e86d3eff5c77148bc.jpg,9.878191,76.3038672,10/09/2021,species,Borbo cinnara Wallace 1866,Rice Swift:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Borbo#rank:genus#taxonID:263862 | name:Borbo cinnara Wallace 1866#rank:species#taxonID:263829,KERALA,September
16770480,Elavarasan M,"Mannarpalayam Main Rd, Kannankurichi, Tamil Nadu 636008, India",,29/09/2021,/8afb15eb-ddae-449a-af50-595adecd0e73/54a4328986504dfc972636d801caee61.jpg,11.6845,78.183,27/09/2021,species,Catopsilia pyranthe (Linnaeus 1758),Mottled Emigrant:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Pieridae#rank:family#taxonID:71754 | name:Catopsilia#rank:genus#taxonID:71783 | name:Catopsilia pyranthe (Linnaeus 1758)#rank:species#taxonID:71791,,September
